listid,sellerid,eventid,dateid,numtickets,priceperticket,totalprice,listtime
232193,2468,5388,2020,4,1157.00,4628.00,2008-07-13 04:59:46
2665,21560,7480,2021,28,137.00,3836.00,2008-07-14 09:25:33
6534,28929,7901,2021,6,78.00,468.00,2008-07-14 09:31:12
15889,2903,2311,2021,28,199.00,5572.00,2008-07-14 09:23:18
28908,4827,7951,2021,10,64.00,640.00,2008-07-14 05:18:10
34894,30064,1867,2021,12,67.00,804.00,2008-07-14 04:12:54
48478,39548,1500,2021,7,130.00,910.00,2008-07-14 05:22:18
54770,5979,1701,2021,5,283.00,1415.00,2008-07-14 03:50:12
58881,38999,6954,2021,4,481.00,1924.00,2008-07-14 01:06:30
68444,35599,1142,2021,16,243.00,3888.00,2008-07-14 04:54:05
71402,34960,4738,2021,6,323.00,1938.00,2008-07-14 10:42:10
78057,3413,3067,2021,3,169.00,507.00,2008-07-14 11:04:52
86014,18732,7667,2021,1,27.00,27.00,2008-07-14 07:44:59
91422,8361,1286,2021,16,33.00,528.00,2008-07-14 05:35:28
99460,600,4569,2021,9,238.00,2142.00,2008-07-14 05:35:37
106577,13849,8074,2021,12,448.00,5376.00,2008-07-14 09:11:27
112872,3534,2534,2021,9,370.00,3330.00,2008-07-14 02:27:33
120835,44887,1036,2021,2,341.00,682.00,2008-07-14 11:03:19
127890,33413,3515,2021,1,77.00,77.00,2008-07-14 09:16:01
136043,45756,837,2021,24,433.00,10392.00,2008-07-14 08:50:01
148123,40163,4284,2021,1,82.00,82.00,2008-07-14 06:05:03
155598,19354,3664,2021,3,74.00,222.00,2008-07-14 04:54:46
164403,373,6723,2021,2,362.00,724.00,2008-07-14 09:59:37
172332,27489,5036,2021,6,368.00,2208.00,2008-07-14 11:29:18
208023,5090,2225,2021,7,863.00,6041.00,2008-07-14 05:28:56
217466,5095,4493,2021,5,1002.00,5010.00,2008-07-14 01:56:24
227357,37419,4678,2021,3,644.00,1932.00,2008-07-14 11:05:45
230736,17635,7551,2021,3,1366.00,4098.00,2008-07-14 01:09:47
1908,35490,7247,2022,28,195.00,5460.00,2008-07-15 06:18:05
5735,4395,8510,2022,12,143.00,1716.00,2008-07-15 09:23:30
11049,9686,414,2022,7,191.00,1337.00,2008-07-15 03:25:56
16864,9130,3067,2022,28,155.00,4340.00,2008-07-15 01:50:53
22912,18456,6304,2022,30,48.00,1440.00,2008-07-15 10:24:54
27387,20779,6914,2022,10,249.00,2490.00,2008-07-15 06:32:10
36156,43785,3458,2022,12,336.00,4032.00,2008-07-15 09:20:50
46151,10631,5363,2022,3,188.00,564.00,2008-07-15 02:16:54
53350,14723,7033,2022,7,213.00,1491.00,2008-07-15 10:33:58
58227,21956,6925,2022,12,150.00,1800.00,2008-07-15 01:57:54
64502,27038,6523,2022,18,291.00,5238.00,2008-07-15 06:19:39
77562,44170,1630,2022,22,197.00,4334.00,2008-07-15 11:56:53
85955,8377,825,2022,6,424.00,2544.00,2008-07-15 02:39:24
94218,45062,298,2022,2,456.00,912.00,2008-07-15 07:57:21
98548,24219,7446,2022,20,367.00,7340.00,2008-07-15 12:19:33
104303,43260,2882,2022,24,204.00,4896.00,2008-07-15 01:51:31
112486,28426,6954,2022,4,465.00,1860.00,2008-07-15 07:01:17
117257,5532,6706,2022,6,397.00,2382.00,2008-07-15 04:21:52
128175,14867,77,2022,6,217.00,1302.00,2008-07-15 09:30:48
135563,2623,5973,2022,6,418.00,2508.00,2008-07-15 05:33:12
143515,15981,8774,2022,24,57.00,1368.00,2008-07-15 08:44:36
154336,29665,1108,2022,12,184.00,2208.00,2008-07-15 01:15:09
158824,33439,5970,2022,5,467.00,2335.00,2008-07-15 07:55:51
172422,47013,388,2022,5,493.00,2465.00,2008-07-15 11:13:08
205707,44834,3572,2022,8,1485.00,11880.00,2008-07-15 02:19:26
212664,27921,6470,2022,2,447.00,894.00,2008-07-15 08:17:31
222059,20240,5629,2022,5,2178.00,10890.00,2008-07-15 01:31:32
233918,10498,6174,2022,4,969.00,3876.00,2008-07-15 12:16:56
8163,33916,5512,2023,26,75.00,1950.00,2008-07-16 02:35:22
12480,7602,2595,2023,3,196.00,588.00,2008-07-16 12:59:55
19919,43165,1813,2023,14,179.00,2506.00,2008-07-16 11:18:58
27605,24637,5899,2023,28,250.00,7000.00,2008-07-16 11:14:52
35632,11352,3603,2023,8,84.00,672.00,2008-07-16 06:46:06
42214,40017,3682,2023,1,172.00,172.00,2008-07-16 08:24:02
47930,15469,1702,2023,3,342.00,1026.00,2008-07-16 03:39:26
56212,7677,8388,2023,18,168.00,3024.00,2008-07-16 12:26:59
62955,8836,4284,2023,9,141.00,1269.00,2008-07-16 08:45:25
70869,36049,1881,2023,9,469.00,4221.00,2008-07-16 12:36:22
76851,31943,5893,2023,7,107.00,749.00,2008-07-16 12:03:15
83977,11962,1847,2023,20,118.00,2360.00,2008-07-16 06:27:21
89752,9252,3841,2023,24,396.00,9504.00,2008-07-16 10:23:51
96936,9857,193,2023,18,261.00,4698.00,2008-07-16 07:31:01
108796,39968,4799,2023,22,330.00,7260.00,2008-07-16 12:19:19
123898,28423,5130,2023,20,188.00,3760.00,2008-07-16 07:30:57
130874,4139,1022,2023,5,45.00,225.00,2008-07-16 06:47:56
136684,13115,4357,2023,2,367.00,734.00,2008-07-16 05:52:30
142602,30243,772,2023,22,335.00,7370.00,2008-07-16 09:11:09
148681,31916,2015,2023,8,221.00,1768.00,2008-07-16 11:27:02
156908,27638,8633,2023,7,369.00,2583.00,2008-07-16 04:51:39
161598,11637,1655,2023,1,451.00,451.00,2008-07-16 01:26:39
170298,26021,1743,2023,14,337.00,4718.00,2008-07-16 09:23:50
176760,43653,5659,2023,3,493.00,1479.00,2008-07-16 05:40:08
205510,46904,4312,2023,3,1147.00,3441.00,2008-07-16 09:06:13
212994,41862,2303,2023,7,561.00,3927.00,2008-07-16 09:17:56
222461,40858,8412,2023,2,586.00,1172.00,2008-07-16 04:36:53
231185,38533,257,2023,6,1073.00,6438.00,2008-07-16 03:52:49
2111,6156,8319,2024,26,26.00,676.00,2008-07-17 09:55:25
7148,19178,505,2024,30,144.00,4320.00,2008-07-17 10:31:15
14447,5178,6345,2024,16,47.00,752.00,2008-07-17 08:01:54
23323,32153,599,2024,3,147.00,441.00,2008-07-17 11:19:07
32921,11089,4932,2024,24,228.00,5472.00,2008-07-17 03:45:24
38716,8979,3456,2024,1,232.00,232.00,2008-07-17 07:31:23
45618,26236,8736,2024,1,294.00,294.00,2008-07-17 07:25:52
50714,13288,4388,2024,20,307.00,6140.00,2008-07-17 09:03:43
54269,28647,6097,2024,1,263.00,263.00,2008-07-17 03:15:48
57761,13839,8367,2024,24,41.00,984.00,2008-07-17 12:22:47
67980,36044,4697,2024,22,287.00,6314.00,2008-07-17 05:00:25
75213,7714,4023,2024,12,465.00,5580.00,2008-07-17 12:39:44
82461,12330,5865,2024,1,407.00,407.00,2008-07-17 11:25:15
90270,36197,7006,2024,9,254.00,2286.00,2008-07-17 09:14:01
99830,23656,8367,2024,4,281.00,1124.00,2008-07-17 08:49:37
114411,8322,4181,2024,1,411.00,411.00,2008-07-17 03:28:04
120004,18273,582,2024,10,362.00,3620.00,2008-07-17 10:38:49
128906,13418,7286,2024,22,176.00,3872.00,2008-07-17 11:43:36
136537,37670,7001,2024,22,419.00,9218.00,2008-07-17 06:42:14
143480,16648,825,2024,8,197.00,1576.00,2008-07-17 06:54:45
154482,45255,2704,2024,4,404.00,1616.00,2008-07-17 12:38:44
158438,4663,2303,2024,22,43.00,946.00,2008-07-17 06:52:26
162209,44900,5911,2024,2,137.00,274.00,2008-07-17 09:50:00
167831,16154,7734,2024,10,161.00,1610.00,2008-07-17 02:09:10
174176,33051,8299,2024,5,322.00,1610.00,2008-07-17 07:46:10
181286,39940,4097,2024,20,97.00,1940.00,2008-07-17 07:32:56
210662,17762,6007,2024,4,786.00,3144.00,2008-07-17 02:41:24
217921,29029,2601,2024,6,1158.00,6948.00,2008-07-17 05:45:13
228682,46491,4569,2024,8,1183.00,9464.00,2008-07-17 05:40:21
1086,10986,3162,2025,26,199.00,5174.00,2008-07-18 05:37:26
7520,20039,6218,2025,7,148.00,1036.00,2008-07-18 05:04:31
14350,32877,8510,2025,22,91.00,2002.00,2008-07-18 11:24:34
24523,12708,6140,2025,16,83.00,1328.00,2008-07-18 12:34:29
29257,30046,7690,2025,26,105.00,2730.00,2008-07-18 06:33:03
36432,39346,6394,2025,24,336.00,8064.00,2008-07-18 04:02:27
43874,41328,3536,2025,22,63.00,1386.00,2008-07-18 05:46:52
50320,5614,5031,2025,8,142.00,1136.00,2008-07-18 11:21:02
58219,9057,7359,2025,20,189.00,3780.00,2008-07-18 05:26:01
63952,5874,1501,2025,12,379.00,4548.00,2008-07-18 06:08:35
71657,27431,7724,2025,1,331.00,331.00,2008-07-18 06:11:27
79781,28907,2194,2025,14,454.00,6356.00,2008-07-18 03:40:24
88651,14868,642,2025,4,451.00,1804.00,2008-07-18 02:51:04
95829,11926,4050,2025,4,311.00,1244.00,2008-07-18 04:35:13
101196,42762,3856,2025,5,321.00,1605.00,2008-07-18 06:30:43
106392,24246,4738,2025,6,187.00,1122.00,2008-07-18 01:35:10
111740,6968,5905,2025,18,271.00,4878.00,2008-07-18 10:50:09
119864,41276,4046,2025,14,106.00,1484.00,2008-07-18 02:50:33
125305,43729,5859,2025,18,475.00,8550.00,2008-07-18 12:08:11
133140,16157,7781,2025,3,418.00,1254.00,2008-07-18 06:51:29
140814,8671,662,2025,24,217.00,5208.00,2008-07-18 11:10:49
147334,13403,6413,2025,18,230.00,4140.00,2008-07-18 04:09:17
153942,31275,5009,2025,6,297.00,1782.00,2008-07-18 08:50:18
160858,19989,4713,2025,14,187.00,2618.00,2008-07-18 01:16:27
172850,28626,1322,2025,1,427.00,427.00,2008-07-18 08:13:07
179704,26346,1819,2025,12,189.00,2268.00,2008-07-18 10:00:56
217556,25363,1559,2025,6,2126.00,12756.00,2008-07-18 10:54:37
222202,11315,3903,2025,4,714.00,2856.00,2008-07-18 03:32:25
228504,32564,2679,2025,3,1919.00,5757.00,2008-07-18 11:04:28
7480,8053,450,2026,3,42.00,126.00,2008-07-19 06:13:52
14453,2946,4907,2026,26,181.00,4706.00,2008-07-19 01:53:31
21608,48926,3057,2026,1,183.00,183.00,2008-07-19 11:33:46
31876,125,883,2026,6,208.00,1248.00,2008-07-19 07:18:18
40735,30489,451,2026,18,335.00,6030.00,2008-07-19 12:28:41
54000,15225,4117,2026,7,215.00,1505.00,2008-07-19 11:22:43
61110,40891,3778,2026,18,97.00,1746.00,2008-07-19 04:12:56
70717,10909,4495,2026,7,373.00,2611.00,2008-07-19 11:22:43
82241,34408,7856,2026,12,416.00,4992.00,2008-07-19 12:41:20
91708,3135,943,2026,3,384.00,1152.00,2008-07-19 10:26:04
99138,11148,4300,2026,8,312.00,2496.00,2008-07-19 05:24:42
103509,41875,3764,2026,6,26.00,156.00,2008-07-19 03:06:38
107029,1723,4181,2026,7,340.00,2380.00,2008-07-19 07:08:48
114434,13303,5015,2026,9,349.00,3141.00,2008-07-19 02:40:41
119853,32209,7069,2026,1,67.00,67.00,2008-07-19 12:40:41
129665,38228,5342,2026,2,479.00,958.00,2008-07-19 08:13:38
137350,35183,6081,2026,16,207.00,3312.00,2008-07-19 09:04:46
143301,39806,1061,2026,20,428.00,8560.00,2008-07-19 12:17:50
148527,34486,8112,2026,20,252.00,5040.00,2008-07-19 09:32:16
154604,34426,8646,2026,8,395.00,3160.00,2008-07-19 08:17:03
159667,41198,4661,2026,4,107.00,428.00,2008-07-19 07:15:18
165818,19377,6765,2026,12,317.00,3804.00,2008-07-19 01:02:19
172485,8686,7069,2026,2,357.00,714.00,2008-07-19 10:57:52
179412,9614,689,2026,12,495.00,5940.00,2008-07-19 02:18:12
207192,6333,723,2026,1,1394.00,1394.00,2008-07-19 10:31:24
214459,44618,7069,2026,4,1327.00,5308.00,2008-07-19 12:27:44
221840,13109,8136,2026,2,1688.00,3376.00,2008-07-19 03:45:51
226264,5405,2250,2026,1,1284.00,1284.00,2008-07-19 03:05:30
233417,15609,869,2026,7,1645.00,11515.00,2008-07-19 03:03:52
3670,27599,7006,2027,12,49.00,588.00,2008-07-20 05:17:38
9020,22268,2762,2027,14,95.00,1330.00,2008-07-20 03:41:23
17967,1886,4424,2027,8,79.00,632.00,2008-07-20 03:12:01
21648,22519,3010,2027,16,113.00,1808.00,2008-07-20 07:20:02
28417,6595,2404,2027,10,50.00,500.00,2008-07-20 04:53:07
34698,24233,6822,2027,14,294.00,4116.00,2008-07-20 12:35:22
41970,16810,4769,2027,6,104.00,624.00,2008-07-20 07:11:58
47195,8545,7073,2027,24,330.00,7920.00,2008-07-20 04:12:31
54300,47092,3415,2027,3,314.00,942.00,2008-07-20 11:07:02
59851,36140,8394,2027,14,209.00,2926.00,2008-07-20 11:49:03
71238,4541,840,2027,22,382.00,8404.00,2008-07-20 04:34:15
77967,45773,1200,2027,6,88.00,528.00,2008-07-20 03:34:29
89089,31708,1510,2027,4,434.00,1736.00,2008-07-20 02:35:43
93798,20197,1436,2027,10,100.00,1000.00,2008-07-20 03:02:14
102805,40485,1945,2027,5,461.00,2305.00,2008-07-20 01:04:30
107708,37637,3670,2027,16,408.00,6528.00,2008-07-20 06:54:05
114721,5348,1240,2027,2,473.00,946.00,2008-07-20 04:45:47
122844,40463,2036,2027,4,336.00,1344.00,2008-07-20 12:07:44
126799,7615,4697,2027,1,125.00,125.00,2008-07-20 03:58:41
137488,4494,6542,2027,2,102.00,204.00,2008-07-20 05:49:28
141540,21244,2296,2027,3,100.00,300.00,2008-07-20 11:33:36
149579,46514,6278,2027,9,197.00,1773.00,2008-07-20 10:07:11
158500,48847,4451,2027,9,396.00,3564.00,2008-07-20 04:25:43
165416,40512,3943,2027,5,337.00,1685.00,2008-07-20 08:46:12
170199,42451,4453,2027,5,67.00,335.00,2008-07-20 04:44:03
176756,38457,6542,2027,4,453.00,1812.00,2008-07-20 03:05:06
206992,14925,8400,2027,1,1595.00,1595.00,2008-07-20 06:09:14
209779,32648,6925,2027,1,875.00,875.00,2008-07-20 11:39:33
214551,39742,7649,2027,6,1495.00,8970.00,2008-07-20 11:22:43
219479,38200,1518,2027,7,1183.00,8281.00,2008-07-20 09:42:28
225471,44407,2601,2027,6,1626.00,9756.00,2008-07-20 09:28:13
232966,44049,3096,2027,8,2369.00,18952.00,2008-07-20 05:21:33
3026,31188,4017,2028,16,21.00,336.00,2008-07-21 06:16:21
8996,8401,6689,2028,12,144.00,1728.00,2008-07-21 04:15:13
16887,39999,2828,2028,12,150.00,1800.00,2008-07-21 12:51:20
25864,30219,6946,2028,20,73.00,1460.00,2008-07-21 03:06:48
33382,45267,2297,2028,22,174.00,3828.00,2008-07-21 11:06:44
39835,14848,4313,2028,3,141.00,423.00,2008-07-21 07:41:18
49409,41344,7221,2028,12,291.00,3492.00,2008-07-21 08:49:17
55925,31406,6925,2028,8,189.00,1512.00,2008-07-21 07:46:59
62001,17631,10,2028,18,355.00,6390.00,2008-07-21 09:20:29
69144,17618,4690,2028,9,307.00,2763.00,2008-07-21 07:06:44
76202,2876,163,2028,5,41.00,205.00,2008-07-21 07:49:49
83931,28573,3457,2028,4,81.00,324.00,2008-07-21 03:06:10
94275,37473,3310,2028,4,251.00,1004.00,2008-07-21 11:00:06
100665,6871,5695,2028,2,367.00,734.00,2008-07-21 06:58:33
106080,45110,3186,2028,18,157.00,2826.00,2008-07-21 10:44:41
113583,3564,5535,2028,8,153.00,1224.00,2008-07-21 05:57:16
123271,24447,7137,2028,8,192.00,1536.00,2008-07-21 06:40:16
132864,11032,2297,2028,7,331.00,2317.00,2008-07-21 11:02:59
137553,385,6012,2028,18,260.00,4680.00,2008-07-21 09:36:43
146162,2512,4450,2028,5,25.00,125.00,2008-07-21 03:05:37
152240,1000,7226,2028,22,259.00,5698.00,2008-07-21 03:06:14
163685,1922,8180,2028,24,300.00,7200.00,2008-07-21 11:27:18
169426,30178,7402,2028,24,201.00,4824.00,2008-07-21 01:50:52
176598,40540,2752,2028,24,494.00,11856.00,2008-07-21 07:59:49
209506,11958,690,2028,3,1818.00,5454.00,2008-07-21 06:48:52
220650,23147,7806,2028,5,946.00,4730.00,2008-07-21 10:52:40
228886,27117,3728,2028,3,576.00,1728.00,2008-07-21 04:45:41
234542,1793,876,2028,1,1613.00,1613.00,2008-07-21 08:43:22
5554,740,8266,2029,12,103.00,1236.00,2008-07-22 04:20:09
12843,12801,6012,2029,16,59.00,944.00,2008-07-22 07:41:23
19489,32167,3679,2029,14,83.00,1162.00,2008-07-22 08:19:46
26891,26870,1078,2029,14,188.00,2632.00,2008-07-22 10:17:13
34623,5592,2547,2029,7,91.00,637.00,2008-07-22 11:13:38
40448,33326,5015,2029,5,116.00,580.00,2008-07-22 09:17:34
51638,22788,7821,2029,12,350.00,4200.00,2008-07-22 08:06:20
60278,45148,8286,2029,6,99.00,594.00,2008-07-22 10:07:03
68560,46068,6662,2029,24,340.00,8160.00,2008-07-22 10:17:45
73186,15951,7662,2029,9,49.00,441.00,2008-07-22 10:31:11
79555,19488,6059,2029,8,442.00,3536.00,2008-07-22 03:21:44
83032,16131,3841,2029,20,485.00,9700.00,2008-07-22 06:38:47
92632,25103,2682,2029,22,155.00,3410.00,2008-07-22 02:57:50
99518,17720,7690,2029,20,427.00,8540.00,2008-07-22 06:05:06
105561,6674,690,2029,24,424.00,10176.00,2008-07-22 09:40:47
113542,47023,4133,2029,1,131.00,131.00,2008-07-22 10:38:17
118390,49241,1813,2029,9,480.00,4320.00,2008-07-22 06:47:21
122101,1032,1505,2029,1,98.00,98.00,2008-07-22 09:35:53
129094,31978,3572,2029,6,456.00,2736.00,2008-07-22 06:47:16
135896,39747,4705,2029,3,393.00,1179.00,2008-07-22 10:56:32
140828,39541,8592,2029,8,173.00,1384.00,2008-07-22 07:06:51
147491,4185,3603,2029,3,58.00,174.00,2008-07-22 06:46:36
156458,32862,57,2029,20,68.00,1360.00,2008-07-22 05:52:53
164654,6611,3172,2029,24,317.00,7608.00,2008-07-22 03:50:35
174488,3395,5201,2029,14,26.00,364.00,2008-07-22 01:20:02
180312,38460,7992,2029,8,62.00,496.00,2008-07-22 05:00:24
213709,41171,4631,2029,8,2410.00,19280.00,2008-07-22 08:25:24
223101,36679,8336,2029,6,1638.00,9828.00,2008-07-22 12:08:18
228437,22447,5899,2029,1,1415.00,1415.00,2008-07-22 09:46:37
230948,49060,8695,2029,6,1261.00,7566.00,2008-07-22 10:58:08
3654,37469,3988,2030,6,218.00,1308.00,2008-07-23 09:07:34
13930,15498,8789,2030,4,131.00,524.00,2008-07-23 12:23:33
17315,41740,1793,2030,26,248.00,6448.00,2008-07-23 09:23:01
24397,39951,7085,2030,26,103.00,2678.00,2008-07-23 08:57:22
32291,43194,4300,2030,4,187.00,748.00,2008-07-23 05:46:59
39795,45570,4284,2030,7,69.00,483.00,2008-07-23 04:09:43
46874,36288,4640,2030,16,306.00,4896.00,2008-07-23 03:09:33
53637,23535,6117,2030,7,290.00,2030.00,2008-07-23 07:19:02
59927,19270,3047,2030,6,229.00,1374.00,2008-07-23 02:14:08
69362,26682,7386,2030,12,30.00,360.00,2008-07-23 07:13:11
74741,20024,4483,2030,22,440.00,9680.00,2008-07-23 01:21:11
80345,14978,2568,2030,22,410.00,9020.00,2008-07-23 06:24:22
92272,1641,3439,2030,10,54.00,540.00,2008-07-23 01:03:48
98503,3639,6831,2030,3,61.00,183.00,2008-07-23 07:29:29
105513,18910,8022,2030,18,323.00,5814.00,2008-07-23 02:40:49
113631,6489,7808,2030,24,497.00,11928.00,2008-07-23 06:16:47
121641,46106,1688,2030,24,56.00,1344.00,2008-07-23 09:43:05
127892,26336,7102,2030,8,195.00,1560.00,2008-07-23 07:51:34
135878,10574,3270,2030,1,313.00,313.00,2008-07-23 05:29:17
140817,19722,1280,2030,5,462.00,2310.00,2008-07-23 10:57:10
147943,12004,2098,2030,1,340.00,340.00,2008-07-23 12:06:32
156213,15605,3455,2030,2,180.00,360.00,2008-07-23 07:17:45
159247,2310,5122,2030,8,403.00,3224.00,2008-07-23 05:16:55
164838,12421,5677,2030,18,76.00,1368.00,2008-07-23 11:08:51
172318,26914,4186,2030,2,123.00,246.00,2008-07-23 10:55:14
180385,6268,6878,2030,3,500.00,1500.00,2008-07-23 03:56:11
98588,16855,8798,2029,7,198.00,1386.00,2008-07-22 06:12:23
100156,13833,1703,2029,4,280.00,1120.00,2008-07-22 09:53:09
105068,12583,7539,2029,10,443.00,4430.00,2008-07-22 11:54:57
110063,5156,7856,2029,18,229.00,4122.00,2008-07-22 08:02:59
119092,11870,5223,2029,10,116.00,1160.00,2008-07-22 02:17:10
122919,4440,3115,2029,6,77.00,462.00,2008-07-22 12:06:44
127898,45608,5830,2029,9,379.00,3411.00,2008-07-22 05:17:25
137392,41538,8045,2029,9,57.00,513.00,2008-07-22 03:06:44
150177,29535,5274,2029,24,466.00,11184.00,2008-07-22 01:13:40
159991,2074,4690,2029,9,412.00,3708.00,2008-07-22 03:20:42
171682,46563,4098,2029,8,337.00,2696.00,2008-07-22 07:51:19
180260,49814,3520,2029,1,176.00,176.00,2008-07-22 09:14:56
210947,40493,2083,2029,7,1205.00,8435.00,2008-07-22 01:24:21
216408,28649,7756,2029,4,1225.00,4900.00,2008-07-22 04:19:02
223151,42831,8447,2029,5,1841.00,9205.00,2008-07-22 01:55:26
230826,10438,4084,2029,3,1809.00,5427.00,2008-07-22 04:39:20
5234,14525,981,2030,9,141.00,1269.00,2008-07-23 10:54:45
14177,30497,4504,2030,3,40.00,120.00,2008-07-23 03:36:26
19497,6625,4799,2030,7,87.00,609.00,2008-07-23 10:58:48
30048,26615,5801,2030,4,190.00,760.00,2008-07-23 04:37:01
38340,22265,592,2030,7,130.00,910.00,2008-07-23 04:12:05
49360,30719,8336,2030,14,293.00,4102.00,2008-07-23 11:11:04
60077,42860,3041,2030,4,288.00,1152.00,2008-07-23 02:01:19
69091,33406,5785,2030,7,162.00,1134.00,2008-07-23 09:02:12
78218,29396,359,2030,22,74.00,1628.00,2008-07-23 02:22:08
84001,34599,6768,2030,9,336.00,3024.00,2008-07-23 01:18:58
90929,34024,1283,2030,20,166.00,3320.00,2008-07-23 10:38:11
98459,36917,7219,2030,18,123.00,2214.00,2008-07-23 09:52:50
105426,49875,39,2030,3,440.00,1320.00,2008-07-23 09:27:17
115002,37682,6198,2030,8,127.00,1016.00,2008-07-23 02:19:43
123280,5544,3518,2030,14,73.00,1022.00,2008-07-23 02:34:06
128566,43191,5242,2030,5,139.00,695.00,2008-07-23 09:46:14
131529,11236,7435,2030,14,330.00,4620.00,2008-07-23 06:31:08
136798,4207,1867,2030,4,458.00,1832.00,2008-07-23 01:40:59
142252,36620,6063,2030,24,471.00,11304.00,2008-07-23 12:53:13
145290,42514,8638,2030,16,32.00,512.00,2008-07-23 03:01:09
153636,42624,322,2030,7,71.00,497.00,2008-07-23 01:10:12
163120,23703,1383,2030,2,205.00,410.00,2008-07-23 02:13:31
166844,39870,3001,2030,22,486.00,10692.00,2008-07-23 12:09:32
177193,16508,3584,2030,20,287.00,5740.00,2008-07-23 12:36:28
206030,48358,4590,2030,6,755.00,4530.00,2008-07-23 10:23:45
210872,2548,6446,2030,3,759.00,2277.00,2008-07-23 08:25:35
217788,25641,2750,2030,1,952.00,952.00,2008-07-23 07:19:04
221566,44583,3310,2030,7,2406.00,16842.00,2008-07-23 08:28:24
230064,36732,2296,2030,2,867.00,1734.00,2008-07-23 11:10:32
234791,17425,709,2030,4,1604.00,6416.00,2008-07-23 07:32:21
7880,11273,1667,2031,9,157.00,1413.00,2008-07-24 01:53:27
12023,38007,201,2031,4,167.00,668.00,2008-07-24 11:21:05
16184,1322,8412,2031,30,121.00,3630.00,2008-07-24 06:44:08
25246,38924,1626,2031,5,213.00,1065.00,2008-07-24 04:01:01
30037,27693,2191,2031,26,190.00,4940.00,2008-07-24 02:25:56
36937,6401,5923,2031,4,279.00,1116.00,2008-07-24 03:19:28
43185,16580,8520,2031,16,115.00,1840.00,2008-07-24 02:53:24
49873,17612,1240,2031,1,86.00,86.00,2008-07-24 09:06:48
54831,34298,5089,2031,5,205.00,1025.00,2008-07-24 07:55:28
60324,7074,2828,2031,6,352.00,2112.00,2008-07-24 08:04:31
66723,11139,4468,2031,9,371.00,3339.00,2008-07-24 05:16:01
72506,16645,3262,2031,3,340.00,1020.00,2008-07-24 04:43:22
81474,41186,4430,2031,14,134.00,1876.00,2008-07-24 11:00:30
91509,25501,3182,2031,9,150.00,1350.00,2008-07-24 07:43:08
95977,11179,836,2031,10,375.00,3750.00,2008-07-24 09:56:07
106793,24124,1510,2031,5,460.00,2300.00,2008-07-24 05:10:42
113382,20957,5064,2031,8,466.00,3728.00,2008-07-24 05:43:59
120468,42580,8495,2031,5,60.00,300.00,2008-07-24 01:24:36
125513,29704,836,2031,10,359.00,3590.00,2008-07-24 01:35:14
134717,33628,611,2031,24,35.00,840.00,2008-07-24 10:33:11
144308,22334,3069,2031,14,384.00,5376.00,2008-07-24 04:37:20
152423,24130,2298,2031,5,60.00,300.00,2008-07-24 10:50:28
159331,8816,2059,2031,22,481.00,10582.00,2008-07-24 10:56:20
173599,26819,7102,2031,2,95.00,190.00,2008-07-24 12:59:07
179647,3472,3985,2031,20,302.00,6040.00,2008-07-24 10:34:51
212315,669,3115,2031,4,936.00,3744.00,2008-07-24 07:25:43
218554,6973,1875,2031,4,1979.00,7916.00,2008-07-24 03:25:56
223982,43200,7831,2031,4,1308.00,5232.00,2008-07-24 02:03:56
229056,39141,2527,2031,5,1506.00,7530.00,2008-07-24 05:16:22
233380,11569,8617,2031,4,807.00,3228.00,2008-07-24 07:06:43
10466,33543,1672,2032,1,138.00,138.00,2008-07-25 02:16:39
15027,14252,7951,2032,9,84.00,756.00,2008-07-25 05:41:14
21224,4680,5660,2032,14,30.00,420.00,2008-07-25 09:18:25
25675,21553,5088,2032,8,26.00,208.00,2008-07-25 01:19:06
31005,21601,3943,2032,18,170.00,3060.00,2008-07-25 07:28:32
36795,14486,540,2032,7,38.00,266.00,2008-07-25 05:13:44
